qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
Q4_1,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.167322,0.16281600296497345,-2.6930093084152404,67108864,10485760,476.57860767342936,50.90564064018685,3220125727.5231714,skip
Q4_1,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,0.417997,0.38092800974845886,-8.868243133692621,180355072,28180480,547.4408462053076,58.4747752836261,3698924636.522349,skip
Q4_K,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.201838,0.03035733352104823,-84.9595549296722,1048576,147456,39.398453726864126,4.208337291910289,33731552.848342575,True
Q4_K,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.942989,0.5888000130653381,-37.560245870806746,67108864,9437184,130.003475376122,13.886293033125613,111304345.35626885,skip
Q4_K,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,2.161454,1.5368000268936157,-28.899711634223273,180355072,25362432,133.86094508068402,14.298327823187782,114606973.52798289,skip
Q5_0,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.015572,0.021909333765506744,40.69698025627243,1048576,180224,56.08568535911292,5.990780320349596,373904569.0607528,True
Q5_0,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.296806,0.20454399287700653,-31.084953512730024,67108864,11534336,384.4806141400036,41.06821343089121,2563204094.2666907,skip
Q5_0,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,0.754432,0.5294079780578613,-29.826945561977574,180355072,30998528,399.2263221558407,42.64327303523186,2661508814.3722715,skip
Q5_1,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.009032,0.01911466692884763,111.63271621841928,1048576,196608,65.14285624934344,6.958220065086887,428571422.6930489,True
Q5_1,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.217549,0.18329599499702454,-15.744960906726972,67108864,12582912,434.770961587533,46.43996598884138,2860335273.602191,skip
Q5_1,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,0.548813,0.4688960015773773,-14.561790340721279,180355072,33816576,456.7572495383229,48.78842656893003,3004981904.8573875,skip
Q5_K,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.19928,0.0266239990790685,-86.63990411528076,1048576,180224,46.15384775032047,4.929913239726604,38461539.79193372,True
Q5_K,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,1.161416,0.4832000136375427,-58.395612456041356,67108864,11534336,162.7549622939202,17.38463600661399,135629135.24493352,skip
Q5_K,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,2.59037,1.2513279914855957,-51.69307892364428,180355072,30998528,168.90343813781215,18.04138412068064,140752865.11484343,skip
Q6_K,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.148857,0.023552000522613525,-84.1781034666737,1048576,215040,53.65217272251396,5.730845195739581,43478259.90479252,True
Q6_K,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.838554,0.38092800974845886,-54.573228468475634,67108864,13762560,212.30106983574782,22.67689274041314,172043006.3498767,skip
Q6_K,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,1.9392,1.006816029548645,-48.080856562054194,180355072,36986880,215.8705718039017,23.05816831915207,174935633.55259457,skip
Q8_0,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.014081,0.019466667125622433,38.24776028423005,1048576,278528,68.17314907764761,7.281900136471651,420821907.8867136,True
Q8_0,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,0.405555,0.14204800128936768,-64.97441745524833,67108864,17825792,597.9292579202055,63.86768403334816,3690921345.1864533,skip
Q8_0,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,1.053901,0.35126399993896484,-66.67011418160104,180355072,47906816,649.830008311875,69.41145143258652,4011296347.604167,skip
TQ1_0,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.106086,0.02516266703605652,-76.28087868704964,1048576,55296,43.869435557773784,4.6859042467179854,40695209.23726696,True
TQ1_0,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,2.351506,0.11161600053310394,-95.25342480380216,67108864,3538944,632.9541254172311,67.60885766046049,587155960.4983591,skip
TQ1_0,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,7.995192,0.3020800054073334,-96.22172919165251,180355072,9510912,628.5288023084455,67.13616773215611,583050837.0208215,skip
TQ2_0,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.114369,0.019797333826621372,-82.68994760239106,1048576,67584,56.37930894003037,6.022143659477715,51724136.6422297,True
TQ2_0,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,2.58283,0.12694400548934937,-95.0850808806871,67108864,4325376,562.7224359640469,60.107074980137455,516259115.56334573,skip
TQ2_0,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,8.889754,0.37990400195121765,-95.72649589683564,180355072,11624448,505.3369246282684,53.9774540299368,463611857.457127,skip
